study_hours,break_time,sleep_hours,focus_score,previous_score,course,difficulty,goal_type,energy_level,time_of_day,distraction,day,target
4.516796370966734,0.31735774737936984,5.54938611799696,6.448705817568285,65.98978667890998,algorithms,medium,concept,low,afternoon,medium,tuesday,Spaced Repetition
3.76214061875113,0.8299424308001564,8.276666057300986,4.475907935353276,75.31029610953934,data structures,low,exam,medium,afternoon,medium,thursday,Pomodoro
7.519099656965857,1.491506758152252,7.347564670904204,6.262012811492423,48.01903488463108,dbms,medium,exam,medium,afternoon,low,saturday,Spaced Repetition
7.231230302149523,0.5281239693874376,9.63441087670175,6.7273685338003695,59.470708010520525,machine learning,low,revision,medium,morning,high,thursday,Pomodoro
8.413906562192107,0.12628058585478263,8.660742900443363,8.394831396655942,67.6913756553164,general,medium,revision,low,morning,low,friday,Spaced Repetition
3.3361880434754427,0.06735280774892805,9.275114635607487,3.190570148966774,73.44023017438047,mathematics,medium,revision,low,afternoon,high,sunday,Pomodoro
9.108648061214211,1.9923153469975576,8.952493984743688,8.60384212979706,54.940524166545394,mathematics,low,revision,high,night,low,sunday,Spaced Repetition
8.212131926864277,1.3485176840129982,4.034311488164736,5.192431779008122,74.26973791734166,machine learning,low,concept,high,night,high,friday,Pomodoro
8.053644259677128,1.1323613824501417,5.876667935262124,6.889078049434477,53.92109081852864,mathematics,high,revision,medium,morning,high,sunday,Pomodoro
5.604721461055694,0.010692321708728914,9.630482463148864,4.733336074500524,64.14009731423997,dbms,low,concept,low,night,high,wednesday,Pomodoro
7.085128578294612,0.2768709866587886,7.473041008213555,6.125360357550284,92.10464727648292,dbms,medium,revision,high,morning,high,wednesday,Pomodoro
5.223567045932113,0.8861187246608422,6.964886023827296,8.749407695529808,67.6700140752346,mathematics,low,revision,high,night,low,tuesday,Spaced Repetition
4.261881903542462,1.727282842593232,4.660379705206691,9.32542457808713,77.8986109049735,general,low,exam,high,morning,low,saturday,Spaced Repetition
3.4775939210667417,0.31241313737324394,7.815641960960265,6.393719045254939,50.761360617354455,operating systems,medium,revision,medium,night,low,friday,Spaced Repetition
9.5386995563474,0.12120981542981957,8.112372060676034,1.2246959990805144,50.286050602632564,general,medium,revision,medium,night,medium,saturday,Pomodoro
8.934540758901978,1.1689995910615805,9.002751705512964,6.783198492912707,44.713469855423625,dbms,high,revision,low,afternoon,medium,monday,Spaced Repetition
6.461622599861252,1.7619460112793148,9.297488899112333,6.931408691190091,52.67390988837586,machine learning,high,exam,high,morning,high,sunday,Pomodoro
2.126985035651483,0.401105955690533,5.297362054766678,7.220906284478863,76.182373303197,data structures,high,exam,low,afternoon,medium,thursday,Spaced Repetition
4.127563741826629,0.8707872923514712,6.375769532485629,7.023777482456913,93.51358619539376,machine learning,high,revision,high,afternoon,medium,sunday,Spaced Repetition
2.8971379139502575,0.4587315540753447,6.814643266285472,3.4170595070827834,46.058686409065665,operating systems,high,concept,high,morning,medium,monday,Pomodoro
9.709853187426058,0.8794809730158171,5.670210889975939,8.18463877488268,59.57523508246881,machine learning,medium,revision,high,morning,low,friday,Spaced Repetition
1.5630835799750642,0.4210138793306859,8.854141841750058,2.3222973122539368,60.55870879135129,general,high,exam,medium,afternoon,high,sunday,Pomodoro
7.360079803099299,1.2344376117558016,4.935885182193599,5.306465046303657,86.83336161323282,mathematics,high,revision,high,morning,low,sunday,Spaced Repetition
9.858110493109905,0.7914159271475851,8.291118728681447,3.537271386142562,61.82857846845601,mathematics,low,concept,medium,night,low,sunday,Pomodoro
2.7932135896748265,0.08992288318310226,4.758138887887064,6.062996811457427,85.90961972900598,operating systems,medium,exam,low,afternoon,low,monday,Spaced Repetition
5.433121636779679,0.966361726627337,9.029382526490803,4.252634011604677,91.58768048869874,algorithms,high,exam,high,morning,medium,friday,Pomodoro
9.008953538261379,1.635712611310059,7.060890282737939,7.626158291204498,70.77382333112857,mathematics,high,revision,high,morning,low,wednesday,Deep Work
2.271011890358345,1.1417548336789525,5.111622132299942,3.5077875680353277,53.12258801941499,machine learning,medium,revision,medium,morning,medium,sunday,Pomodoro
6.1413442294338765,0.2860022453314528,6.2472894602774875,8.179590370133926,62.04344372182423,dbms,low,exam,high,morning,high,friday,Pomodoro
2.576108261173179,1.3455292288249334,5.323025580613883,2.96386781096955,92.44430639831111,general,high,revision,low,morning,high,tuesday,Pomodoro
8.133353318882213,1.254657870181356,8.501594583633054,2.3684371068204264,67.49941567525453,general,low,concept,medium,afternoon,high,friday,Pomodoro
9.501991589539857,1.2198831171921034,9.547134812391398,8.072313809215359,75.39687296810853,machine learning,low,concept,low,night,medium,saturday,Spaced Repetition
4.869866927089538,1.1938213810933123,9.997346219502631,7.925040046738424,63.87194218104563,mathematics,medium,concept,high,morning,medium,friday,Spaced Repetition
1.4090725039221637,1.2932008878973238,5.360447106441668,7.030292840268101,68.0998111560288,operating systems,high,concept,high,afternoon,low,monday,Spaced Repetition
4.9436075192351,1.6783607899605972,4.964077508271071,1.2247449590534463,66.94232607580756,data structures,high,concept,low,afternoon,low,monday,Pomodoro
2.7022519002068615,1.8447349693402058,8.173747914124348,6.496936576165347,51.99047627691637,dbms,high,exam,high,night,low,monday,Spaced Repetition
3.132399924159838,1.3547862597777456,7.394689329045978,9.362302454905187,63.23935107851884,algorithms,medium,concept,low,night,medium,monday,Spaced Repetition
3.5452101760344976,0.8371645710629783,5.755098552857512,3.9898501385258944,57.626554370463445,dbms,high,exam,low,afternoon,high,saturday,Pomodoro
3.6608908745123676,1.2392318538898446,7.5977654107595285,5.55697278418841,61.024795000611846,data structures,high,revision,low,afternoon,low,monday,Spaced Repetition
4.121973787279471,0.8712895809130197,8.766884907121037,3.503162399379512,48.535314386608924,dbms,low,revision,medium,morning,high,thursday,Pomodoro
2.6715976480466708,0.7450178631069317,9.571783372692364,1.5562761462030037,45.54163168668271,operating systems,high,exam,medium,morning,low,sunday,Pomodoro
5.513661643151497,0.493317231610813,6.825761514608401,6.957222693733104,85.07062821724256,algorithms,high,exam,low,night,medium,wednesday,Spaced Repetition
1.5004496951241455,0.013755924439298628,5.274683663172838,6.9717123452210705,64.67184933295275,algorithms,high,exam,medium,night,high,sunday,Pomodoro
1.9635146069876745,0.8801160930187975,8.378271438984534,9.461987250141565,76.22781951574576,operating systems,low,revision,low,afternoon,low,monday,Spaced Repetition
2.0523118197285233,1.36430632312327,9.699398009476456,2.2338051227088087,84.03298784815249,data structures,low,concept,medium,morning,medium,monday,Pomodoro
1.4072427011699906,0.43581741650402694,4.091061293720961,6.232753950238185,46.35119415267453,dbms,medium,exam,high,afternoon,medium,monday,Spaced Repetition
9.483932592699674,0.16546807924734153,5.523626631542177,8.019894942194899,45.92423241295995,machine learning,high,concept,high,morning,medium,friday,Spaced Repetition
3.0364772573493983,1.7913959263987447,8.701000485071539,7.297346854895285,77.01664164307012,dbms,high,revision,low,night,high,friday,Deep Work
3.216197448735401,0.8470958319837927,8.761423927232808,1.28600635921592,86.92304615582549,general,medium,exam,high,morning,low,sunday,Pomodoro
2.9643388542435654,1.978863531559263,7.446620535233235,2.2409674242040936,81.32575244868192,algorithms,low,exam,low,afternoon,medium,wednesday,Pomodoro
4.157371984015141,0.7251195931181891,8.834287154009306,3.953615345178508,52.54356242241076,data structures,medium,concept,medium,morning,medium,wednesday,Pomodoro
2.991148268014576,0.7619825473367998,8.850434433362146,8.412612496740762,63.076664558726094,data structures,high,concept,high,afternoon,low,saturday,Deep Work
1.6891143259018508,0.8415224035318516,7.610092984109777,9.433980504277093,58.708128217346115,mathematics,medium,exam,medium,afternoon,low,monday,Spaced Repetition
7.4327794879955125,0.13690090513203357,6.506001974901968,2.047226366480463,76.76775013219063,dbms,high,exam,low,night,high,thursday,Pomodoro
5.9559704149676636,0.8064155122665044,9.001864062851034,8.332039042389903,76.7098612061933,data structures,high,exam,medium,morning,high,thursday,Deep Work
4.718552654869476,1.3516458502081472,7.94895894578544,1.6309732567713127,63.715558925869466,operating systems,high,revision,low,afternoon,low,tuesday,Pomodoro
6.0133646194753165,0.46276127275369605,7.0145637229982585,7.583377237328042,97.48708053516603,machine learning,medium,exam,high,night,medium,friday,Spaced Repetition
6.668385889912369,0.8064212663676456,8.514387293822727,5.781646165158388,80.64628427369766,machine learning,high,revision,high,afternoon,low,sunday,Spaced Repetition
8.496367440168052,1.0805930635806145,9.067995454541347,4.881715357069131,62.7424291229821,general,medium,revision,medium,night,medium,monday,Pomodoro
3.7762145334053563,1.1460844012380313,5.951267177657268,1.3534247281748708,56.31991632066136,dbms,high,concept,high,morning,low,wednesday,Pomodoro
4.112254885693825,1.342186314171952,8.832580258275875,9.520806202230167,64.01273655098032,general,high,concept,high,afternoon,high,monday,Deep Work
6.4317592585100885,1.3190119633026542,8.128273342444773,2.083488209101801,96.31178700838782,general,medium,exam,low,night,low,sunday,Pomodoro
5.4720596665004395,1.8338840964018317,8.657742865095686,2.174511377054658,73.92519805646455,general,low,revision,medium,afternoon,low,saturday,Pomodoro
4.537935168034609,0.20049112744575326,4.099554883795587,6.95546814379561,76.14696651799527,algorithms,medium,exam,high,night,low,friday,Spaced Repetition
9.534263840110714,0.609204711548381,5.587094823933029,3.519033870217842,56.66314524105063,data structures,medium,revision,medium,night,high,monday,Pomodoro
1.0871819446687097,1.7159101818301143,8.386944066729503,9.520804316563328,86.89692875178395,dbms,high,exam,medium,morning,high,saturday,Deep Work
5.89778796253332,0.5504783620740166,8.25663318780385,3.443428022884402,94.25459748445391,general,high,revision,high,morning,medium,wednesday,Pomodoro
8.250839248270077,0.4486371177070525,5.356474426063376,8.35574780991913,95.82390521015952,operating systems,medium,concept,high,morning,medium,sunday,Spaced Repetition
2.9001334830223366,1.5049366751729887,4.307763093887294,5.432818426428604,66.52642208078319,dbms,high,exam,medium,night,low,tuesday,Spaced Repetition
2.8772953096694565,0.5927840137505669,9.46481602581888,5.926733563417533,84.03432262011216,general,medium,revision,medium,morning,medium,thursday,Spaced Repetition
6.2635476851999385,0.6750649317676378,8.817107253973276,3.218679150741847,98.56196191601222,operating systems,medium,exam,low,night,high,wednesday,Pomodoro
6.83294531080711,1.750236089116094,8.74312306163004,2.26996834619216,72.73492730752399,algorithms,medium,concept,high,afternoon,high,friday,Pomodoro
1.7382131669032377,0.06987849281197689,9.938538480456007,1.270191989341647,66.67169518300958,general,high,exam,medium,afternoon,high,wednesday,Pomodoro
6.200263452259763,1.7322030907556694,5.736637129716928,5.209130912363893,77.16339816199012,operating systems,medium,revision,medium,morning,medium,sunday,Spaced Repetition
9.409897348780973,1.3781753074964593,8.93963927608018,6.005716233670105,86.77100208544381,algorithms,high,revision,high,morning,low,wednesday,Spaced Repetition
9.927664725147789,0.5881349243535556,5.261911337714762,7.888270274722366,55.1815804552152,operating systems,high,revision,high,afternoon,high,wednesday,Pomodoro
8.621985019860574,0.648658754703036,8.058902497123626,6.348176445777375,76.18900720737682,algorithms,medium,revision,medium,morning,low,tuesday,Spaced Repetition
7.231188755389727,0.4666656452986533,7.751981019726723,7.723704404161261,53.122833334392354,machine learning,medium,concept,medium,morning,medium,wednesday,Spaced Repetition
2.0209673539352506,1.9938184371787107,5.100714406901376,6.347276764808118,64.68247428475536,data structures,medium,concept,medium,morning,medium,thursday,Spaced Repetition
5.34442125769241,1.5549109343647711,8.03708280093127,7.518290747492199,69.55594031330884,algorithms,high,concept,medium,afternoon,low,sunday,Deep Work
9.013458887697395,1.153762402622417,7.3835174005337425,5.502506816869843,44.163645154251,mathematics,low,revision,medium,afternoon,medium,thursday,Spaced Repetition
2.356187383007504,1.703188638608438,9.948721407056752,7.541549479434138,87.08618090949928,machine learning,low,concept,low,afternoon,medium,wednesday,Spaced Repetition
3.2827199996263445,1.5126685391657733,4.490003655160578,9.318583637151951,59.549407646229085,dbms,medium,exam,high,afternoon,medium,thursday,Spaced Repetition
3.9117737123694236,1.3301119780132622,7.33947057101292,4.084578328851165,48.07457602624646,operating systems,low,concept,medium,night,medium,friday,Pomodoro
1.9309070337443504,0.8040544337764814,8.373635200630943,8.018387956090613,47.093117337465316,data structures,low,exam,high,morning,high,saturday,Pomodoro
1.116077228105729,1.0805988135229994,9.10690441255589,9.61868481645329,73.94469703679735,data structures,low,revision,high,morning,high,saturday,Pomodoro
6.996410753311347,1.977671062778329,5.354366343034765,4.509097716619726,68.80284263860514,operating systems,high,exam,high,night,medium,wednesday,Pomodoro
5.786845898545149,1.7472370574744307,9.973413402944127,6.244430044102134,88.74842926265029,algorithms,low,exam,low,morning,medium,friday,Spaced Repetition
8.736007572261432,1.1846027421241914,8.167922636861052,4.282036086109029,84.31035271063112,machine learning,high,concept,low,night,high,saturday,Pomodoro
9.952157486768385,0.18500087587792757,8.682087176440952,7.063315601879408,86.04992983544233,operating systems,high,concept,low,afternoon,high,wednesday,Deep Work
3.034298771097869,1.1021019065898647,7.141381477179134,3.5403622337163956,57.88453903148937,machine learning,low,exam,high,night,high,sunday,Pomodoro
1.6002449326490398,0.09618462082407087,5.773990235629714,9.392901304172058,71.3927832982525,dbms,medium,revision,medium,morning,medium,thursday,Spaced Repetition
9.081417640993632,1.6198488406057987,7.498781314597501,7.571995459815243,61.88934821246792,dbms,high,concept,low,afternoon,medium,saturday,Deep Work
4.035725528207378,1.8831537054678675,7.178283796650206,7.591496019377994,95.44646295467678,machine learning,low,concept,medium,afternoon,low,thursday,Spaced Repetition
7.080966119863657,0.7918744523918997,8.537522748534606,5.0876529646303545,64.73678366989994,mathematics,low,exam,low,night,medium,thursday,Spaced Repetition
6.217580495207729,0.6912499871528031,8.894616427810643,5.200552843911554,44.603369611173115,mathematics,medium,exam,medium,morning,high,saturday,Pomodoro
4.192557010571914,0.8014083336689333,4.690877070371207,8.949462412836013,64.88953933128111,algorithms,high,exam,low,afternoon,medium,saturday,Spaced Repetition
5.098448219325468,0.829920872159361,8.382954864893797,2.2181989147595567,51.85835323546781,algorithms,medium,concept,high,morning,medium,saturday,Pomodoro
8.813523657938537,0.5947230626169446,4.975227924812247,7.08059178638419,42.285178035959156,operating systems,high,revision,medium,morning,high,saturday,Pomodoro
4.2728082302750465,0.19718846048387295,4.698867098040022,3.288351083003781,57.72807547760556,operating systems,high,exam,high,afternoon,low,tuesday,Pomodoro
2.548774292073638,1.757538499585829,7.350113890384682,8.8294404960792,62.292790679192464,machine learning,low,exam,medium,afternoon,high,monday,Pomodoro
8.455948038450916,0.16037351362422658,6.8610332663987466,6.67083814175497,89.71917436709735,algorithms,medium,concept,high,night,low,monday,Spaced Repetition
3.9078973149970357,1.975499078198377,5.954108812383719,4.547224421043653,76.20005177272208,mathematics,high,concept,medium,night,medium,friday,Pomodoro
1.0944427702595,1.7901305777024916,4.894844955638424,8.07332748588022,77.07589359077788,general,low,revision,low,night,low,monday,Spaced Repetition
6.102035166245824,0.703084520099396,7.662264971909966,1.2169917406780013,46.98753582890275,algorithms,high,exam,high,afternoon,medium,friday,Pomodoro
9.14984954136011,1.6707450605684921,5.181327230654102,4.970354970075691,51.9646958655121,operating systems,low,revision,low,afternoon,medium,thursday,Pomodoro
9.418403451764055,0.932232585316978,6.672319155867234,1.13110439276151,54.84398482350075,general,medium,exam,high,night,low,monday,Pomodoro
1.1891899605359544,1.6392191061315997,8.949122604922621,8.08967969472133,57.00184413346709,dbms,medium,exam,high,afternoon,high,sunday,Pomodoro
4.976503343217591,0.3267335167968404,5.1067543063593,2.820645542423833,63.202423422638674,mathematics,high,revision,low,morning,high,wednesday,Pomodoro
4.445056903627365,1.678293216141505,4.871960154523025,5.5512706940323655,43.72248501739326,machine learning,high,concept,high,morning,medium,friday,Spaced Repetition
2.0218657809365803,1.8350860193074894,8.666867466750706,8.401052003111626,94.16582727787053,data structures,low,concept,medium,night,medium,monday,Spaced Repetition
1.6946877720382116,0.33977414643811454,4.7616664825298365,2.1095540136905218,71.11370131994403,data structures,low,exam,high,afternoon,high,friday,Pomodoro
9.540826003423012,0.2851131100662312,6.292836848995416,5.992586229541189,44.60548371332428,operating systems,high,concept,high,night,high,monday,Pomodoro
4.738987005328807,0.04801008968977771,6.012229637304775,2.5937402985756086,45.905451346082124,dbms,medium,revision,high,afternoon,low,friday,Pomodoro
2.5255368267945277,0.10194975404488482,7.70517469037387,2.870050788655223,75.26182109725275,machine learning,medium,exam,high,night,low,tuesday,Pomodoro
6.649708734076027,1.294915881491092,9.062530263923762,3.9243051496597716,81.23773375495105,mathematics,medium,concept,low,morning,high,wednesday,Pomodoro
9.803986016739024,0.36178380275779665,8.794947826628693,4.007734427557989,83.85222074656963,operating systems,high,concept,high,night,low,saturday,Pomodoro
1.5365559281019312,1.3841011060794897,4.839924260330577,4.742367112165699,72.91530490328131,machine learning,medium,exam,medium,afternoon,high,thursday,Pomodoro
9.94673489181018,0.022157105188619353,8.38104071986406,6.146103843423824,66.0431305648574,machine learning,low,concept,low,afternoon,high,wednesday,Pomodoro
7.022971269323801,0.9676050797212945,6.510337200270001,4.220301244020337,75.62683791660713,general,high,concept,low,morning,high,sunday,Pomodoro
3.8350945646508214,0.44920488014976967,4.414921406311008,8.447488674721061,55.272432575299675,general,medium,exam,medium,night,low,friday,Spaced Repetition
6.106518497404661,1.5924872189127743,8.410151117138941,6.490971298326112,69.29066051864885,general,low,revision,low,morning,low,tuesday,Spaced Repetition
3.5936607336357653,0.012928715579421102,6.977435331404884,3.570633897060188,84.0764980426321,machine learning,high,revision,medium,night,high,friday,Pomodoro
5.244845416755358,0.18284398363427634,7.754091473568115,5.954785125366031,64.44193145276994,machine learning,high,revision,low,morning,low,monday,Spaced Repetition
8.75498396229191,1.154234164775813,9.343950732771054,6.372507010718553,88.60966539758215,dbms,low,revision,high,morning,low,tuesday,Spaced Repetition
2.627066355061416,0.5375952300603963,5.191867461384435,3.2217132483615964,58.38492696106218,machine learning,low,revision,low,afternoon,medium,monday,Pomodoro
1.7341743305022934,0.17557647411631994,5.030976762145951,5.662697482363103,52.839680721898816,operating systems,low,concept,high,night,high,monday,Pomodoro
3.779220478146538,0.5870695849173209,5.595986158555948,3.9950278206471594,73.44429785885123,machine learning,high,concept,high,afternoon,high,tuesday,Pomodoro
8.34471138109016,0.03789080674870915,8.415507721311933,2.8755961625649844,47.97568256247896,dbms,high,revision,low,afternoon,low,wednesday,Pomodoro
2.9858595365957363,0.2762505862804945,9.1546705458815,5.50052433271978,80.49359218324929,algorithms,low,exam,medium,afternoon,high,sunday,Pomodoro
9.789049209906139,1.2912051541168232,9.607263284293094,3.7304698926621986,86.91345477981338,general,high,concept,high,afternoon,high,monday,Pomodoro
2.6421223658724102,1.9304192770914703,6.569103639203037,6.688172875801928,83.56667556067822,dbms,medium,exam,medium,night,medium,thursday,Spaced Repetition
7.706932684217511,0.46444938180268625,6.43195216388172,3.4224541389246625,51.91789683171215,data structures,high,concept,high,night,high,saturday,Pomodoro
2.6453204968530333,1.9125837630267226,6.260058642576775,4.0531659505645266,43.74587963666682,general,medium,exam,medium,night,medium,monday,Pomodoro
3.722196857153227,1.7173962424891478,9.143385624218746,7.881858553463862,48.801706840910896,algorithms,high,revision,low,afternoon,low,sunday,Deep Work
5.505213856877481,1.2914500867021073,7.063422452371022,2.0795764755787283,58.72384267912124,dbms,high,revision,low,afternoon,high,tuesday,Pomodoro
1.7582983967617416,1.365305210088398,5.41373710714989,9.492167296316595,92.27509764391915,mathematics,high,exam,low,morning,low,friday,Spaced Repetition
7.677799565625873,1.3554464824026409,5.513888416810918,8.857388323136831,50.1315078022237,general,high,concept,high,afternoon,high,thursday,Pomodoro
2.7508152985163568,1.6411042785114376,8.059867808919085,6.7244260810521395,64.10758810656547,machine learning,low,exam,high,morning,high,friday,Pomodoro
9.83117437709916,1.8649778471796037,9.603195657077492,4.620013613624011,68.12739283040746,machine learning,low,exam,high,morning,high,tuesday,Pomodoro
4.670002309655464,1.7727607239202834,4.283180210184274,9.652749576778445,80.74975409917377,operating systems,high,exam,high,afternoon,high,friday,Pomodoro
3.6844520881071046,1.5510105934379987,6.358730789242475,2.253286637062336,40.642917861721536,data structures,low,concept,medium,afternoon,high,thursday,Pomodoro
5.748072840994779,0.34319273413038,5.004758467107931,5.163341923946378,41.996078270161505,machine learning,low,revision,medium,night,medium,tuesday,Spaced Repetition
1.6602766071364239,1.3262924979504176,7.572198220941236,4.736310885934712,65.33153403284068,machine learning,medium,exam,low,afternoon,medium,monday,Pomodoro
2.236255713718068,0.5537399389840245,4.276378382091865,9.377416674911027,79.64791178145462,mathematics,medium,concept,high,morning,low,friday,Spaced Repetition
9.286222607007575,0.6900336798491322,4.328396241549916,2.83817895731586,65.12170859966105,data structures,medium,concept,high,afternoon,medium,saturday,Pomodoro
8.400053013193094,1.5056973117644126,8.397155123990986,8.885732304426003,83.36707603729127,general,low,concept,low,afternoon,high,wednesday,Pomodoro
7.69625722312909,1.4220019238996224,5.406996866044563,7.744411150517403,95.07045298561317,mathematics,medium,exam,medium,afternoon,low,friday,Spaced Repetition
1.7304780201734307,0.9044049582070774,8.434548531957718,7.178625487389272,88.90432604054841,data structures,high,revision,high,afternoon,high,saturday,Deep Work
8.002416758348794,0.9214672004833477,9.933043247821978,5.349088682878916,99.21375672329785,mathematics,medium,revision,low,afternoon,low,thursday,Spaced Repetition
8.766301541598901,0.5341500149126648,7.207965538453143,8.728852868548335,59.55288055694742,algorithms,high,exam,medium,night,medium,monday,Deep Work
9.562571757811956,0.27404182007264133,7.2255077541553945,2.664282677204299,65.68931038180719,data structures,high,exam,medium,afternoon,low,saturday,Pomodoro
9.79746632388004,1.6157312913679625,8.424459665871677,5.833371832677768,90.3998656362606,mathematics,medium,exam,medium,morning,medium,saturday,Spaced Repetition
7.066157813955706,1.6886297283047649,9.494845500104034,7.461394218460916,57.016475405028174,data structures,medium,exam,medium,morning,low,thursday,Spaced Repetition
8.781871191424711,0.2373212289490776,5.031259072815546,5.2887382374901355,84.27282491012454,operating systems,high,concept,medium,afternoon,low,thursday,Spaced Repetition
9.41315965743505,1.818404272412974,8.91774921728587,8.993722146951736,51.953181150224594,general,high,revision,medium,morning,medium,saturday,Deep Work
5.009076367608591,1.184442798662881,8.205612190107995,2.7484621390162127,66.83206193298628,operating systems,medium,revision,low,morning,medium,sunday,Pomodoro
5.9234081105401994,0.1748930035997709,6.264179060779904,4.721648772609632,42.38868636674523,algorithms,low,exam,high,night,medium,monday,Pomodoro
1.3879009805349165,0.3581898786563631,6.3533067606012406,9.530017281723069,48.471943812231096,general,medium,concept,high,afternoon,high,saturday,Pomodoro
5.303430312002597,1.535939956123663,7.771398403883699,6.699368814484694,67.01694902989155,data structures,high,exam,high,afternoon,high,tuesday,Pomodoro
9.316656899611148,1.6406481762944018,7.371182738857111,7.042654653793631,95.57849661527176,algorithms,high,revision,medium,afternoon,low,saturday,Deep Work
3.176543758738178,0.8519950389368562,9.806456949002294,6.9198884494534,73.86372282033938,operating systems,low,exam,medium,night,low,saturday,Spaced Repetition
5.241774471167091,0.9450308856391705,6.269347091460069,5.655641339370278,64.78644386362865,data structures,high,revision,high,afternoon,low,wednesday,Spaced Repetition
1.5016676822869757,1.219625523096234,5.44482289643904,4.48126517846692,44.83484873719082,mathematics,low,concept,low,morning,medium,monday,Pomodoro
3.2099556335004196,1.6246523604941232,6.057033788832705,2.0033891905490373,74.2245694842185,mathematics,medium,exam,low,morning,medium,sunday,Pomodoro
3.541311271383906,0.16190747223137625,9.25968296209535,7.5598282403950705,58.08778356752804,machine learning,medium,concept,low,afternoon,low,friday,Spaced Repetition
4.049411341805266,1.9041248932780055,8.427566613992802,6.37686318316078,92.85370963268514,data structures,low,exam,high,night,low,sunday,Spaced Repetition
7.695146685719368,1.8384160621074503,6.542620719585541,4.079193401007054,97.69304392825399,algorithms,low,exam,medium,morning,medium,wednesday,Pomodoro
6.120599349536657,1.5243491743632893,8.870840310105319,4.076641377255323,66.0216598792228,general,medium,exam,low,afternoon,high,saturday,Pomodoro
7.674645587067,1.6101946240822698,9.070237893379854,4.5554800407111635,43.07580755055989,algorithms,medium,revision,low,night,medium,thursday,Pomodoro
2.677778243685771,1.4987388732899138,7.2741758128781555,2.836579496919405,57.51467040986844,algorithms,low,concept,high,night,low,tuesday,Pomodoro
9.614213492858166,0.8542100907206864,6.850602044150323,9.081596945665172,71.50296041472308,machine learning,medium,revision,medium,afternoon,low,thursday,Spaced Repetition
4.858878620032152,0.10756392835475581,4.132515071807078,4.221650750794882,60.01965343802156,data structures,medium,revision,high,afternoon,high,sunday,Pomodoro
7.581255304126376,1.5394932457141743,9.85246220610847,6.16206952024039,60.498466761436106,machine learning,medium,revision,low,afternoon,medium,thursday,Spaced Repetition
8.578961762351604,1.2282663523750361,5.954947504116692,2.725625956512398,73.32983681017788,dbms,medium,exam,low,night,low,sunday,Pomodoro
8.627928697492628,0.3636353056746775,6.582079194233202,2.4894979719729005,82.39624773965306,machine learning,low,exam,high,morning,medium,monday,Pomodoro
5.66269448677805,1.4960321533988048,9.019185344565422,7.3390178436146245,95.71581289183831,machine learning,high,exam,medium,night,medium,tuesday,Deep Work
9.37148682576295,1.0551759465443313,5.553425648758838,1.4754401772824979,83.56509108903103,data structures,high,revision,high,night,low,thursday,Pomodoro
1.5157927900943813,0.3491797024943728,8.244557650971593,7.406001504918545,93.90131651005993,algorithms,low,exam,medium,morning,medium,tuesday,Spaced Repetition
2.6540619859711105,0.6567709992332107,6.923272041531483,1.2228838981853607,54.92914162119591,algorithms,medium,exam,low,afternoon,low,thursday,Pomodoro
3.3173107852935235,1.5488389892126067,6.313321386407883,5.560172117686025,91.36006449358916,algorithms,low,revision,low,afternoon,medium,sunday,Spaced Repetition
9.040642561791884,0.7756685391421887,5.7272780684180855,7.522266288356421,90.1849357947914,machine learning,medium,revision,high,afternoon,medium,saturday,Spaced Repetition
5.975333881465142,1.481327162133252,6.910107925144247,1.7686272714644948,98.34768340167413,mathematics,low,concept,medium,night,low,wednesday,Pomodoro
8.047002082124818,1.500306458863025,6.740906827336811,8.611006141888943,46.85422831548375,algorithms,medium,concept,medium,afternoon,medium,monday,Spaced Repetition
2.0728939855651602,0.07292210165123691,4.316463712973304,8.507476973875972,47.07834901768369,general,low,concept,medium,afternoon,high,monday,Pomodoro
4.5393533658929375,1.233425415293552,9.16479362149297,4.115771980122949,79.2272050674677,mathematics,low,revision,low,afternoon,high,thursday,Pomodoro
9.939386767867719,1.7371140564989216,7.387839147377212,5.649648326688478,57.07602293828086,data structures,medium,exam,medium,morning,medium,wednesday,Spaced Repetition
2.8131752894817965,0.5304170739936582,5.018555208356959,1.8607662642134435,65.1481704665233,data structures,medium,concept,low,afternoon,medium,saturday,Pomodoro
3.247697613064197,0.6865509781288965,9.112290494828159,6.032963185916123,70.8845316254068,operating systems,medium,exam,medium,morning,low,saturday,Spaced Repetition
7.254265418033567,0.021102244900379707,6.364540916647019,8.658567094661201,60.751531478516156,general,medium,concept,high,morning,low,friday,Spaced Repetition
2.7275989509615317,1.4384688380882935,5.629302731064914,3.8459361030699704,90.69825121840609,general,high,exam,high,night,low,saturday,Pomodoro
5.267421512911717,0.45157910430125825,7.69973186899165,1.3630046692460678,59.57021524769521,machine learning,low,concept,high,night,low,sunday,Pomodoro
9.568860864876314,0.683731537596302,9.914821956701829,8.54747998780566,88.51423204884341,algorithms,low,revision,low,morning,low,thursday,Spaced Repetition
4.62728180154463,1.2691129354830495,7.727117933164499,2.086719723070121,98.61793276759735,algorithms,low,exam,medium,morning,medium,saturday,Pomodoro
1.893066364851821,0.8572885584170635,7.7710130214172235,2.9364005946165,77.64807392596437,machine learning,high,revision,high,morning,high,saturday,Pomodoro
3.792764042125277,0.7982522008899322,5.453542945508604,2.831391950997813,97.27323054505,general,medium,concept,high,afternoon,low,wednesday,Pomodoro
